id,name,tier,slot,gridW,gridH,aspect,resolution,prompt,negative
plate_legs,Набедренники,3,legs,2,3,1:1,1024x1024,"Concept art for ""Набедренники"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, forge embers glow in background --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_plate_gorget,Лёгк. Стальной горжет,3,neck,1,1,1:1,1024x1024,"Concept art for ""Лёгк. Стальной горжет"", a single fantasy gorget / neck guard collar armor piece, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, forge embers glow in background --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_plate_gorget,Средн. Стальной горжет,3,neck,1,1,1:1,1024x1024,"Concept art for ""Средн. Стальной горжет"", a single fantasy gorget / neck guard collar armor piece, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, forge embers glow in background --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
plate_gorget,Стальной горжет,3,neck,1,1,1:1,1024x1024,"Concept art for ""Стальной горжет"", a single fantasy gorget / neck guard collar armor piece, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, forge embers glow in background --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_plate_arms_right,Лёгк. Стальной наруч (п),3,rightArm,1,2,1:2,768x1536,"Concept art for ""Лёгк. Стальной наруч (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, forge embers glow in background --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_plate_arms_right,Средн. Стальной наруч (п),3,rightArm,1,2,1:2,768x1536,"Concept art for ""Средн. Стальной наруч (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), medium armor profile, balanced protection and mobility, layered plates over padding, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, forge embers glow in background --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
plate_arms_right,Стальной наруч (п),3,rightArm,1,2,1:2,768x1536,"Concept art for ""Стальной наруч (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, forge embers glow in background --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_plate_chest,Лёгк. Нагрудник,3,torso,2,3,1:1,1024x1024,"Concept art for ""Лёгк. Нагрудник"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, forge embers glow in background --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_plate_chest,Средн. Нагрудник,3,torso,2,3,1:1,1024x1024,"Concept art for ""Средн. Нагрудник"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, forge embers glow in background --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
plate_chest,Нагрудник,3,torso,2,3,1:1,1024x1024,"Concept art for ""Нагрудник"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from polished steel plates, articulated lames, leather straps, simple etchings, knight-issue half plate, well-maintained soldier kit, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, forge embers glow in background --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
alloy_helm,Легированный шлем,4,head,2,2,1:1,1024x1024,"Concept art for ""Легированный шлем"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_alloy_helm,Тяж. Легированный шлем,4,head,2,2,1:1,1024x1024,"Concept art for ""Тяж. Легированный шлем"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_alloy_helm,Лёгк. Легированный шлем,4,head,2,2,1:1,1024x1024,"Concept art for ""Лёгк. Легированный шлем"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
alloy_bracer_left,Легир. наруч (л),4,leftArm,1,2,1:2,768x1536,"Concept art for ""Легир. наруч (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), medium armor profile, balanced protection and mobility, layered plates over padding, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, clean white studio light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_alloy_bracer_left,Тяж. Легир. наруч (л),4,leftArm,1,2,1:2,768x1536,"Concept art for ""Тяж. Легир. наруч (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, clean white studio light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_alloy_bracer_left,Лёгк. Легир. наруч (л),4,leftArm,1,2,1:2,768x1536,"Concept art for ""Лёгк. Легир. наруч (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, clean white studio light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_tower_shield,Лёгк. Башенный щит,4,leftHand,2,2,1:1,1024x1024,"Concept art for ""Лёгк. Башенный щит"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, light shield profile, small agile buckler or heater shield, slim solid face, quick straps, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
medium_tower_shield,Средн. Башенный щит,4,leftHand,2,2,1:1,1024x1024,"Concept art for ""Средн. Башенный щит"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, medium shield profile, sturdy heater or kite shield, reinforced solid face, balanced weight, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
tower_shield,Башенный щит,4,leftHand,2,2,1:1,1024x1024,"Concept art for ""Башенный щит"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, heavy shield profile, broad tower or war shield, thick solid face, high durability, imposing mass, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
alloy_legs,Легированные поножи,4,legs,2,3,1:1,1024x1024,"Concept art for ""Легированные поножи"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_alloy_legs,Тяж. Легированные поножи,4,legs,2,3,1:1,1024x1024,"Concept art for ""Тяж. Легированные поножи"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_alloy_legs,Лёгк. Легированные поножи,4,legs,2,3,1:1,1024x1024,"Concept art for ""Лёгк. Легированные поножи"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
alloy_gorget,Легир. горжет,4,neck,1,1,1:1,1024x1024,"Concept art for ""Легир. горжет"", a single fantasy gorget / neck guard collar armor piece, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_alloy_gorget,Тяж. Легир. горжет,4,neck,1,1,1:1,1024x1024,"Concept art for ""Тяж. Легир. горжет"", a single fantasy gorget / neck guard collar armor piece, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_alloy_gorget,Лёгк. Легир. горжет,4,neck,1,1,1:1,1024x1024,"Concept art for ""Лёгк. Легир. горжет"", a single fantasy gorget / neck guard collar armor piece, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
alloy_bracer_right,Легир. наруч (п),4,rightArm,1,2,1:2,768x1536,"Concept art for ""Легир. наруч (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), medium armor profile, balanced protection and mobility, layered plates over padding, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, clean white studio light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_alloy_bracer_right,Тяж. Легир. наруч (п),4,rightArm,1,2,1:2,768x1536,"Concept art for ""Тяж. Легир. наруч (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, clean white studio light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_alloy_bracer_right,Лёгк. Легир. наруч (п),4,rightArm,1,2,1:2,768x1536,"Concept art for ""Лёгк. Легир. наруч (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, clean white studio light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
alloy_chest,Легированный панцирь,4,torso,2,3,1:1,1024x1024,"Concept art for ""Легированный панцирь"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_alloy_chest,Тяж. Легированный панцирь,4,torso,2,3,1:1,1024x1024,"Concept art for ""Тяж. Легированный панцирь"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
light_alloy_chest,Лёгк. Легированный панцирь,4,torso,2,3,1:1,1024x1024,"Concept art for ""Лёгк. Легированный панцирь"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from tempered steel with bronze/brass inlays, blackened edges, heraldic crest embossing, commander-grade, decorative but practical, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, clean white studio light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_mithril_helm,Тяж. Митрильный шлем,5,head,2,2,1:1,1024x1024,"Concept art for ""Тяж. Митрильный шлем"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cool blue rim light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_mithril_helm,Средн. Митрильный шлем,5,head,2,2,1:1,1024x1024,"Concept art for ""Средн. Митрильный шлем"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, medium armor profile, balanced protection and mobility, layered plates over padding, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cool blue rim light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
mithril_helm,Митрильный шлем,5,head,2,2,1:1,1024x1024,"Concept art for ""Митрильный шлем"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cool blue rim light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_mithril_bracer_left,Тяж. Митрильный наруч (л),5,leftArm,1,2,1:2,768x1536,"Concept art for ""Тяж. Митрильный наруч (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), heavy armor profile, dense protective plates, high durability, imposing mass, slower silhouette, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, cool blue rim light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
medium_mithril_bracer_left,Средн. Митрильный наруч (л),5,leftArm,1,2,1:2,768x1536,"Concept art for ""Средн. Митрильный наруч (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), medium armor profile, balanced protection and mobility, layered plates over padding, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, cool blue rim light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
mithril_bracer_left,Митрильный наруч (л),5,leftArm,1,2,1:2,768x1536,"Concept art for ""Митрильный наруч (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), light armor profile, flexible, low bulk, travel-ready, no movement restriction feel, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, cool blue rim light --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
heavy_mithril_shield,Тяж. Митрильный щит,5,leftHand,2,2,1:1,1024x1024,"Concept art for ""Тяж. Митрильный щит"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, heavy shield profile, broad tower or war shield, thick solid face, high durability, imposing mass, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cool blue rim light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
medium_mithril_shield,Средн. Митрильный щит,5,leftHand,2,2,1:1,1024x1024,"Concept art for ""Средн. Митрильный щит"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, medium shield profile, sturdy heater or kite shield, reinforced solid face, balanced weight, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cool blue rim light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
mithril_shield,Митрильный щит,5,leftHand,2,2,1:1,1024x1024,"Concept art for ""Митрильный щит"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, light shield profile, small agile buckler or heater shield, slim solid face, quick straps, crafted from mithril gleam (silver-white with faint blue tint), featherweight plates, sapphire rivets, masterwork, elven-smith finish, faintly magical, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, cool blue rim light --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw, hole in center, cutout center, ring shield, donut shape, empty middle, broken missing center, transparent hole through shield"
