catalog,id,name,tier,type,gridW,gridH,aspect,targetFile,targetImg,targetExists,currentImg,prompt,negative
armor,orichalcum_gorget,Горжет Орихалка,9,armor,1,1,1:1,icons/items/armor/orichalcum_gorget.webp,systems/iron-hills-system/icons/items/armor/orichalcum_gorget.webp,true,systems/iron-hills-system/icons/items/armor/orichalcum_gorget.webp,"Concept art for ""Горжет Орихалка"", a single fantasy gorget / neck guard collar armor piece, crafted from orichalcum (golden-red alloy), ornate filigree, sun-disc reliefs, legendary relic armor, divine heraldry, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, golden divine backlight, sparks of holy energy --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,orichalcum_helm,Корона Орихалка,9,armor,2,2,1:1,icons/items/armor/orichalcum_helm.webp,systems/iron-hills-system/icons/items/armor/orichalcum_helm.webp,true,systems/iron-hills-system/icons/items/armor/orichalcum_helm.webp,"Concept art for ""Корона Орихалка"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, crafted from orichalcum (golden-red alloy), ornate filigree, sun-disc reliefs, legendary relic armor, divine heraldry, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, golden divine backlight, sparks of holy energy --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,orichalcum_legs,Поножи Орихалка,9,armor,2,3,1:1,icons/items/armor/orichalcum_legs.webp,systems/iron-hills-system/icons/items/armor/orichalcum_legs.webp,true,systems/iron-hills-system/icons/items/armor/orichalcum_legs.webp,"Concept art for ""Поножи Орихалка"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, crafted from orichalcum (golden-red alloy), ornate filigree, sun-disc reliefs, legendary relic armor, divine heraldry, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, golden divine backlight, sparks of holy energy --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,orichalcum_shield,Щит Орихалка,9,armor,2,2,1:1,icons/items/armor/orichalcum_shield.webp,systems/iron-hills-system/icons/items/armor/orichalcum_shield.webp,true,systems/iron-hills-system/icons/items/armor/orichalcum_shield.webp,"Concept art for ""Щит Орихалка"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, crafted from orichalcum (golden-red alloy), ornate filigree, sun-disc reliefs, legendary relic armor, divine heraldry, striking surface leaves faint disruptive shimmer where blows connect, harmonic resonance lines etched for devastating counters, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, golden divine backlight, sparks of holy energy --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,adamantium_bracer_left,Наруч Бездны (л),10,armor,1,2,1:2,icons/items/armor/adamantium_bracer_left.webp,systems/iron-hills-system/icons/items/armor/adamantium_bracer_left.webp,true,systems/iron-hills-system/icons/items/armor/adamantium_bracer_left.webp,"Concept art for ""Наруч Бездны (л)"", a single fantasy arm armor piece for left arm (vambrace / bracer / pauldron cuff), crafted from adamantium shell with inner star-heart luminosity, godsteel seams, abyss-black enamel trim, primordial bulwark, cracks of leaking daylight along plates, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, blinding aura edges, subtle space distortion shimmer --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,adamantium_bracer_right,Наруч Бездны (п),10,armor,1,2,1:2,icons/items/armor/adamantium_bracer_right.webp,systems/iron-hills-system/icons/items/armor/adamantium_bracer_right.webp,true,systems/iron-hills-system/icons/items/armor/adamantium_bracer_right.webp,"Concept art for ""Наруч Бездны (п)"", a single fantasy arm armor piece for right arm (vambrace / bracer / pauldron cuff), crafted from adamantium shell with inner star-heart luminosity, godsteel seams, abyss-black enamel trim, primordial bulwark, cracks of leaking daylight along plates, vertical orientation, armor piece upright, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 768x1536, blinding aura edges, subtle space distortion shimmer --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,adamantium_gorget,Горжет Бездны,10,armor,1,1,1:1,icons/items/armor/adamantium_gorget.webp,systems/iron-hills-system/icons/items/armor/adamantium_gorget.webp,true,systems/iron-hills-system/icons/items/armor/adamantium_gorget.webp,"Concept art for ""Горжет Бездны"", a single fantasy gorget / neck guard collar armor piece, crafted from adamantium shell with inner star-heart luminosity, godsteel seams, abyss-black enamel trim, primordial bulwark, cracks of leaking daylight along plates, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, blinding aura edges, subtle space distortion shimmer --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,adamantium_helm,Шлем Бездны,10,armor,2,2,1:1,icons/items/armor/adamantium_helm.webp,systems/iron-hills-system/icons/items/armor/adamantium_helm.webp,true,systems/iron-hills-system/icons/items/armor/adamantium_helm.webp,"Concept art for ""Шлем Бездны"", a single fantasy helmet / head armor piece (front-three-quarter view), clear silhouette, crafted from adamantium shell with inner star-heart luminosity, godsteel seams, abyss-black enamel trim, primordial bulwark, cracks of leaking daylight along plates, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, blinding aura edges, subtle space distortion shimmer --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,adamantium_legs,Поножи Бездны,10,armor,2,3,1:1,icons/items/armor/adamantium_legs.webp,systems/iron-hills-system/icons/items/armor/adamantium_legs.webp,true,systems/iron-hills-system/icons/items/armor/adamantium_legs.webp,"Concept art for ""Поножи Бездны"", a single pair of fantasy leg armor (greaves / sabatons combined piece), symmetrical pair read as one item, crafted from adamantium shell with inner star-heart luminosity, godsteel seams, abyss-black enamel trim, primordial bulwark, cracks of leaking daylight along plates, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, blinding aura edges, subtle space distortion shimmer --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,adamantium_plate,Латы Бездны,10,armor,2,3,1:1,icons/items/armor/adamantium_plate.webp,systems/iron-hills-system/icons/items/armor/adamantium_plate.webp,true,systems/iron-hills-system/icons/items/armor/adamantium_plate.webp,"Concept art for ""Латы Бездны"", a single fantasy torso armor piece (cuirass / breastplate / jack-of-plates), no limbs attached, crafted from adamantium shell with inner star-heart luminosity, godsteel seams, abyss-black enamel trim, primordial bulwark, cracks of leaking daylight along plates, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, blinding aura edges, subtle space distortion shimmer --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
armor,eternity_aegis,Бастион Вечности,10,armor,2,2,1:1,icons/items/armor/eternity_aegis.webp,systems/iron-hills-system/icons/items/armor/eternity_aegis.webp,true,systems/iron-hills-system/icons/items/armor/eternity_aegis.webp,"Concept art for ""Бастион Вечности"", a single fantasy shield (held vertically), kite/heater/tower silhouette, straps visible on back face, crafted from adamantium shell with inner star-heart luminosity, godsteel seams, abyss-black enamel trim, primordial bulwark, cracks of leaking daylight along plates, striking surface leaves faint disruptive shimmer where blows connect, harmonic resonance lines etched for devastating counters, ominous finishing aura etched along rim, balanced composition, helmet-centered, isolated single object, transparent or plain dark background, centered, full item visible, armor catalog orthographic clarity, no human, no hands wearing it, sharp focus, high detail, painterly fantasy icon, soft rim light, 1024x1024, blinding aura edges, subtle space distortion shimmer --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple separate armor sets, full suit spread out, human body, character wearing armor, cluttered background, nsfw"
attachments,arrow_quiver,Колчан (стрелы),1,attachment,1,3,1:3,icons/items/attachments/arrow_quiver.webp,systems/iron-hills-system/icons/items/attachments/arrow_quiver.webp,false,systems/iron-hills-system/icons/items/attachments/arrow_quiver.webp,"Concept ""Колчан (стрелы)"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,axe_loop,Петля (топор),1,attachment,1,2,1:2,icons/items/attachments/axe_loop.webp,systems/iron-hills-system/icons/items/attachments/axe_loop.webp,false,systems/iron-hills-system/icons/items/attachments/axe_loop.webp,"Concept ""Петля (топор)"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,bolt_pouch,Подсумок (болты),1,attachment,1,2,1:2,icons/items/attachments/bolt_pouch.webp,systems/iron-hills-system/icons/items/attachments/bolt_pouch.webp,false,systems/iron-hills-system/icons/items/attachments/bolt_pouch.webp,"Concept ""Подсумок (болты)"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,bow_sling,Перевязь (лук),1,attachment,1,3,1:3,icons/items/attachments/bow_sling.webp,systems/iron-hills-system/icons/items/attachments/bow_sling.webp,false,systems/iron-hills-system/icons/items/attachments/bow_sling.webp,"Concept ""Перевязь (лук)"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,chest_pocket,Нагрудный карман,1,attachment,1,1,1:1,icons/items/attachments/chest_pocket.webp,systems/iron-hills-system/icons/items/attachments/chest_pocket.webp,false,systems/iron-hills-system/icons/items/attachments/chest_pocket.webp,"Concept ""Нагрудный карман"", torso harness modular straps threaded clips climbing buckle tactical vest snippet; weapon accessory silhouette readable silhouette empty slots implied; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,knife_sheath,Ножны (нож),1,attachment,1,2,1:2,icons/items/attachments/knife_sheath.webp,systems/iron-hills-system/icons/items/attachments/knife_sheath.webp,false,systems/iron-hills-system/icons/items/attachments/knife_sheath.webp,"Concept ""Ножны (нож)"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,potion_bandolier,Бандольер (зелья),1,attachment,1,3,1:3,icons/items/attachments/potion_bandolier.webp,systems/iron-hills-system/icons/items/attachments/potion_bandolier.webp,false,systems/iron-hills-system/icons/items/attachments/potion_bandolier.webp,"Concept ""Бандольер (зелья)"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,side_pouch,Боковой подсумок,1,attachment,1,2,1:2,icons/items/attachments/side_pouch.webp,systems/iron-hills-system/icons/items/attachments/side_pouch.webp,false,systems/iron-hills-system/icons/items/attachments/side_pouch.webp,"Concept ""Боковой подсумок"", mount bracket modular pouch snaps clips backpack accessory riveted straps; weapon accessory silhouette readable silhouette empty slots implied; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,sword_scabbard,Ножны (меч),1,attachment,1,4,1:4,icons/items/attachments/sword_scabbard.webp,systems/iron-hills-system/icons/items/attachments/sword_scabbard.webp,false,systems/iron-hills-system/icons/items/attachments/sword_scabbard.webp,"Concept ""Ножны (меч)"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,crossbow_hook,Крюк (арбалет),2,attachment,1,2,1:2,icons/items/attachments/crossbow_hook.webp,systems/iron-hills-system/icons/items/attachments/crossbow_hook.webp,false,systems/iron-hills-system/icons/items/attachments/crossbow_hook.webp,"Concept ""Крюк (арбалет)"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,greatsword_scabbard,Ножны (двуруч.),2,attachment,1,5,1:4,icons/items/attachments/greatsword_scabbard.webp,systems/iron-hills-system/icons/items/attachments/greatsword_scabbard.webp,false,systems/iron-hills-system/icons/items/attachments/greatsword_scabbard.webp,"Concept ""Ножны (двуруч.)"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,large_bandolier,Бандольер большой,2,attachment,1,3,1:3,icons/items/attachments/large_bandolier.webp,systems/iron-hills-system/icons/items/attachments/large_bandolier.webp,false,systems/iron-hills-system/icons/items/attachments/large_bandolier.webp,"Concept ""Бандольер большой"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,shield_hook,Крюк для щита,2,attachment,1,3,1:3,icons/items/attachments/shield_hook.webp,systems/iron-hills-system/icons/items/attachments/shield_hook.webp,false,systems/iron-hills-system/icons/items/attachments/shield_hook.webp,"Concept ""Крюк для щита"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,spear_frog,Чехол для копья,2,attachment,1,4,1:4,icons/items/attachments/spear_frog.webp,systems/iron-hills-system/icons/items/attachments/spear_frog.webp,false,systems/iron-hills-system/icons/items/attachments/spear_frog.webp,"Concept ""Чехол для копья"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,utility_strap,Разгрузочная стропа,2,attachment,2,1,1:1,icons/items/attachments/utility_strap.webp,systems/iron-hills-system/icons/items/attachments/utility_strap.webp,false,systems/iron-hills-system/icons/items/attachments/utility_strap.webp,"Concept ""Разгрузочная стропа"", torso harness modular straps threaded clips climbing buckle tactical vest snippet; weapon accessory silhouette readable silhouette empty slots implied; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,wand_loop,Петля для жезла,3,attachment,1,2,1:2,icons/items/attachments/wand_loop.webp,systems/iron-hills-system/icons/items/attachments/wand_loop.webp,false,systems/iron-hills-system/icons/items/attachments/wand_loop.webp,"Concept ""Петля для жезла"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; guild craftsman upgraded fittings, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,grenade_loop,Кольца под метательное,4,attachment,1,2,1:2,icons/items/attachments/grenade_loop.webp,systems/iron-hills-system/icons/items/attachments/grenade_loop.webp,false,systems/iron-hills-system/icons/items/attachments/grenade_loop.webp,"Concept ""Кольца под метательное"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; merchant caravan rugged prestige, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
attachments,telescoping_quiver,Телескопический колчан,4,attachment,1,3,1:3,icons/items/attachments/telescoping_quiver.webp,systems/iron-hills-system/icons/items/attachments/telescoping_quiver.webp,false,systems/iron-hills-system/icons/items/attachments/telescoping_quiver.webp,"Concept ""Телескопический колчан"", belt-mounted frog strap buckle swivel clips hanger bracket fantasy utility; weapon accessory silhouette readable silhouette empty slots implied; merchant caravan rugged prestige, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,hip_pouch,Поясная сумка,1,backpack,1,2,1:2,icons/items/backpacks/hip_pouch.webp,systems/iron-hills-system/icons/items/backpacks/hip_pouch.webp,false,systems/iron-hills-system/icons/items/backpacks/hip_pouch.webp,"Concept ""Поясная сумка"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,leather_satchel,Кожаная сумка,1,backpack,2,2,1:1,icons/items/backpacks/leather_satchel.webp,systems/iron-hills-system/icons/items/backpacks/leather_satchel.webp,false,systems/iron-hills-system/icons/items/backpacks/leather_satchel.webp,"Concept ""Кожаная сумка"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,small_sack,Небольшой мешок,1,backpack,2,2,1:1,icons/items/backpacks/small_sack.webp,systems/iron-hills-system/icons/items/backpacks/small_sack.webp,false,systems/iron-hills-system/icons/items/backpacks/small_sack.webp,"Concept ""Небольшой мешок"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,hunters_bag,Охотничья сума,2,backpack,2,3,1:1,icons/items/backpacks/hunters_bag.webp,systems/iron-hills-system/icons/items/backpacks/hunters_bag.webp,false,systems/iron-hills-system/icons/items/backpacks/hunters_bag.webp,"Concept ""Охотничья сума"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,soldier_pack,Солдатский ранец,2,backpack,2,3,1:1,icons/items/backpacks/soldier_pack.webp,systems/iron-hills-system/icons/items/backpacks/soldier_pack.webp,false,systems/iron-hills-system/icons/items/backpacks/soldier_pack.webp,"Concept ""Солдатский ранец"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,travelers_pack,Дорожный ранец,2,backpack,2,3,1:1,icons/items/backpacks/travelers_pack.webp,systems/iron-hills-system/icons/items/backpacks/travelers_pack.webp,false,systems/iron-hills-system/icons/items/backpacks/travelers_pack.webp,"Concept ""Дорожный ранец"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,frame_pack,Рамный рюкзак,3,backpack,2,4,1:2,icons/items/backpacks/frame_pack.webp,systems/iron-hills-system/icons/items/backpacks/frame_pack.webp,false,systems/iron-hills-system/icons/items/backpacks/frame_pack.webp,"Concept ""Рамный рюкзак"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; guild craftsman upgraded fittings, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,large_backpack,Большой рюкзак,3,backpack,2,4,1:2,icons/items/backpacks/large_backpack.webp,systems/iron-hills-system/icons/items/backpacks/large_backpack.webp,false,systems/iron-hills-system/icons/items/backpacks/large_backpack.webp,"Concept ""Большой рюкзак"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; guild craftsman upgraded fittings, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,alchemist_satchel,Сумка алхимика,4,backpack,2,3,1:1,icons/items/backpacks/alchemist_satchel.webp,systems/iron-hills-system/icons/items/backpacks/alchemist_satchel.webp,false,systems/iron-hills-system/icons/items/backpacks/alchemist_satchel.webp,"Concept ""Сумка алхимика"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; merchant caravan rugged prestige, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,mithril_pack,Митрильный рюкзак,5,backpack,2,4,1:2,icons/items/backpacks/mithril_pack.webp,systems/iron-hills-system/icons/items/backpacks/mithril_pack.webp,false,systems/iron-hills-system/icons/items/backpacks/mithril_pack.webp,"Concept ""Митрильный рюкзак"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; noble artisan embossed fittings, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,caravan_master_pack,Рюкзак караванного бариши,6,backpack,2,4,1:2,icons/items/backpacks/caravan_master_pack.webp,systems/iron-hills-system/icons/items/backpacks/caravan_master_pack.webp,false,systems/iron-hills-system/icons/items/backpacks/caravan_master_pack.webp,"Concept ""Рюкзак караванного бариши"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; elite siege train officer workshop, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
