id,name,tier,skill,twoHanded,gridW,gridH,aspect,resolution,prompt,negative
steel_spear,Стальное копьё,4,spear,true,1,4,1:4,384x1536,"Concept of ""Стальное копьё"", a single fantasy spear, long straight shaft, leaf-shaped spearhead, bound with leather strap, made of tempered steel, ironwood, bronze inlays, riveted leather, family-crest engraving, well-maintained, polished, decorative, soldier-grade, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, clean white studio light --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
steel_greatsword,Стальной двуруч,4,sword,true,1,4,1:4,384x1536,"Concept of ""Стальной двуруч"", a single fantasy two-handed greatsword, long straight blade, large cross guard, ricasso, two-hand grip, made of tempered steel, ironwood, bronze inlays, riveted leather, family-crest engraving, well-maintained, polished, decorative, soldier-grade, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, clean white studio light --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
steel_sword,Стальной меч,4,sword,false,1,3,1:3,512x1536,"Concept of ""Стальной меч"", a single fantasy arming sword, straight double-edged blade, cross guard, leather-wrapped grip, made of tempered steel, ironwood, bronze inlays, riveted leather, family-crest engraving, well-maintained, polished, decorative, soldier-grade, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, clean white studio light --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
steel_javelin,Стальной дротик,4,throwing,false,1,3,1:3,512x1536,"Concept of ""Стальной дротик"", a set of three fantasy throwing daggers / chakrams arranged in a fan, balanced, identical, made of tempered steel, ironwood, bronze inlays, riveted leather, family-crest engraving, well-maintained, polished, decorative, soldier-grade, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, clean white studio light --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
hardened_axe,Закалённый топор,5,axe,false,1,2,1:2,768x1536,"Concept of ""Закалённый топор"", a single fantasy hand axe, single-bit head, wooden haft, iron banding, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cool blue rim light, runes faintly glowing --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
tempered_greataxe,Закалённая секира,5,axe,true,1,3,1:3,512x1536,"Concept of ""Закалённая секира"", a single fantasy two-handed battle axe / great-axe, large bearded head, long oak haft, iron rivets, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cool blue rim light, runes faintly glowing --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
recurve_bow,Рекурсивный лук,5,bow,true,1,4,1:4,384x1536,"Concept of ""Рекурсивный лук"", a single fantasy longbow, recurve limbs, drawstring, no arrow nocked, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cool blue rim light, runes faintly glowing --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
arbalest,Арбалест,5,crossbow,true,1,3,1:3,512x1536,"Concept of ""Арбалест"", a single fantasy crossbow, wooden tiller with steel limbs, intricate trigger mechanism, no bolt loaded, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cool blue rim light, runes faintly glowing --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mage_staff,Магический посох,5,exotic,true,1,4,1:4,384x1536,"Concept of ""Магический посох"", a single fantasy wizard's staff, tall straight pole, ornamented head, no orb floating, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cool blue rim light, runes faintly glowing --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
hardened_flail,Закалённый кистень,5,flail,false,1,2,1:2,768x1536,"Concept of ""Закалённый кистень"", a single fantasy flail, spiked metal ball on chain, wooden grip, dangerous looking, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cool blue rim light, runes faintly glowing --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
hardened_knife,Закалённый кинжал,5,knife,false,1,2,1:2,768x1536,"Concept of ""Закалённый кинжал"", a single fantasy combat knife / dagger, leaf-shaped blade, full tang, leather-wrapped grip, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cool blue rim light, runes faintly glowing --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
hardened_mace,Закалённая булава,5,mace,false,1,2,1:2,768x1536,"Concept of ""Закалённая булава"", a single fantasy mace, flanged head, short metal haft, leather grip, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, cool blue rim light, runes faintly glowing --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
tempered_warhammer,Закалённый молот,5,mace,true,1,3,1:3,512x1536,"Concept of ""Закалённый молот"", a single fantasy two-handed war hammer, large blunt head with spike on the back, long haft, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cool blue rim light, runes faintly glowing --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
hardened_spear,Закалённое копьё,5,spear,true,1,4,1:4,384x1536,"Concept of ""Закалённое копьё"", a single fantasy spear, long straight shaft, leaf-shaped spearhead, bound with leather strap, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cool blue rim light, runes faintly glowing --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
tempered_greatsword,Закалённый двуруч,5,sword,true,1,4,1:4,384x1536,"Concept of ""Закалённый двуруч"", a single fantasy two-handed greatsword, long straight blade, large cross guard, ricasso, two-hand grip, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, cool blue rim light, runes faintly glowing --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
tempered_sword,Закалённый меч,5,sword,false,1,3,1:3,512x1536,"Concept of ""Закалённый меч"", a single fantasy arming sword, straight double-edged blade, cross guard, leather-wrapped grip, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, cool blue rim light, runes faintly glowing --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
steel_chakram,Стальной чакрам,5,throwing,false,1,1,1:1,1024x1024,"Concept of ""Стальной чакрам"", a set of three fantasy throwing daggers / chakrams arranged in a fan, balanced, identical, made of tempered blue-silver steel, spirit-wood, sapphire inlay, faint mithril runes, master-crafted, faint magical etching, polished surfaces, fan layout, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 1024x1024, cool blue rim light, runes faintly glowing --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_axe,Митрильный топор,6,axe,false,1,2,1:2,768x1536,"Concept of ""Митрильный топор"", a single fantasy hand axe, single-bit head, wooden haft, iron banding, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, soft silver glow, magical particles drifting upward --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_greataxe,Митрильная секира,6,axe,true,1,3,1:3,512x1536,"Concept of ""Митрильная секира"", a single fantasy two-handed battle axe / great-axe, large bearded head, long oak haft, iron rivets, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, soft silver glow, magical particles drifting upward --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_bow,Митрильный лук,6,bow,true,1,4,1:4,384x1536,"Concept of ""Митрильный лук"", a single fantasy longbow, recurve limbs, drawstring, no arrow nocked, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, soft silver glow, magical particles drifting upward --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_crossbow,Митрильный арбалет,6,crossbow,true,1,3,1:3,512x1536,"Concept of ""Митрильный арбалет"", a single fantasy crossbow, wooden tiller with steel limbs, intricate trigger mechanism, no bolt loaded, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, soft silver glow, magical particles drifting upward --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
archmage_staff,Посох архимага,6,exotic,true,1,4,1:4,384x1536,"Concept of ""Посох архимага"", a single fantasy wizard's staff, tall straight pole, ornamented head, no orb floating, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, soft silver glow, magical particles drifting upward --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_flail,Митрильный кистень,6,flail,false,1,2,1:2,768x1536,"Concept of ""Митрильный кистень"", a single fantasy flail, spiked metal ball on chain, wooden grip, dangerous looking, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, soft silver glow, magical particles drifting upward --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_knife,Митрильный нож,6,knife,false,1,2,1:2,768x1536,"Concept of ""Митрильный нож"", a single fantasy combat knife / dagger, leaf-shaped blade, full tang, leather-wrapped grip, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, soft silver glow, magical particles drifting upward --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_mace,Митрильная булава,6,mace,false,1,2,1:2,768x1536,"Concept of ""Митрильная булава"", a single fantasy mace, flanged head, short metal haft, leather grip, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, soft silver glow, magical particles drifting upward --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_warhammer,Митрильный молот,6,mace,true,1,3,1:3,512x1536,"Concept of ""Митрильный молот"", a single fantasy two-handed war hammer, large blunt head with spike on the back, long haft, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, soft silver glow, magical particles drifting upward --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_spear,Митрильное копьё,6,spear,true,1,4,1:4,384x1536,"Concept of ""Митрильное копьё"", a single fantasy spear, long straight shaft, leaf-shaped spearhead, bound with leather strap, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, soft silver glow, magical particles drifting upward --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_greatsword,Митрильный двуруч,6,sword,true,1,4,1:4,384x1536,"Concept of ""Митрильный двуруч"", a single fantasy two-handed greatsword, long straight blade, large cross guard, ricasso, two-hand grip, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, soft silver glow, magical particles drifting upward --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_sword,Митрильный меч,6,sword,false,1,3,1:3,512x1536,"Concept of ""Митрильный меч"", a single fantasy arming sword, straight double-edged blade, cross guard, leather-wrapped grip, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, soft silver glow, magical particles drifting upward --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
mithril_chakram,Митрильный чакрам,6,throwing,false,1,1,1:1,1024x1024,"Concept of ""Митрильный чакрам"", a set of three fantasy throwing daggers / chakrams arranged in a fan, balanced, identical, made of mithril (silver-white metal with blue sheen), ebony wood, silver runes, diamond inlay, elven and dwarven luxury craftsmanship, glowing engravings, fan layout, balanced composition, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 1024x1024, soft silver glow, magical particles drifting upward --ar 1:1","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
dark_axe,Тёмный топор,7,axe,false,1,2,1:2,768x1536,"Concept of ""Тёмный топор"", a single fantasy hand axe, single-bit head, wooden haft, iron banding, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_greataxe,Секира тёмного железа,7,axe,true,1,3,1:3,512x1536,"Concept of ""Секира тёмного железа"", a single fantasy two-handed battle axe / great-axe, large bearded head, long oak haft, iron rivets, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_bow,Лук тёмного железа,7,bow,true,1,4,1:4,384x1536,"Concept of ""Лук тёмного железа"", a single fantasy longbow, recurve limbs, drawstring, no arrow nocked, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_crossbow,Арбалет тёмного железа,7,crossbow,true,1,3,1:3,512x1536,"Concept of ""Арбалет тёмного железа"", a single fantasy crossbow, wooden tiller with steel limbs, intricate trigger mechanism, no bolt loaded, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_staff,Посох тёмного железа,7,exotic,true,1,4,1:4,384x1536,"Concept of ""Посох тёмного железа"", a single fantasy wizard's staff, tall straight pole, ornamented head, no orb floating, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_flail,Цеп тёмного железа,7,flail,false,1,2,1:2,768x1536,"Concept of ""Цеп тёмного железа"", a single fantasy flail, spiked metal ball on chain, wooden grip, dangerous looking, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_knife,Кинжал тёмного железа,7,knife,false,1,2,1:2,768x1536,"Concept of ""Кинжал тёмного железа"", a single fantasy combat knife / dagger, leaf-shaped blade, full tang, leather-wrapped grip, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_mace,Молот тёмного железа,7,mace,false,1,2,1:2,768x1536,"Concept of ""Молот тёмного железа"", a single fantasy mace, flanged head, short metal haft, leather grip, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, vertical orientation, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 768x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:2","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_warhammer,Молот тёмного железа,7,mace,true,1,3,1:3,512x1536,"Concept of ""Молот тёмного железа"", a single fantasy two-handed war hammer, large blunt head with spike on the back, long haft, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_pike,Пика тёмного железа,7,spear,true,1,4,1:4,384x1536,"Concept of ""Пика тёмного железа"", a single fantasy spear, long straight shaft, leaf-shaped spearhead, bound with leather strap, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
dark_blade,Тёмный клинок,7,sword,false,1,3,1:3,512x1536,"Concept of ""Тёмный клинок"", a single fantasy arming sword, straight double-edged blade, cross guard, leather-wrapped grip, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, vertical orientation, weapon pointing up, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 512x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:3","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
darkiron_greatsword,Двуруч тёмного железа,7,sword,true,1,4,1:4,384x1536,"Concept of ""Двуруч тёмного железа"", a single fantasy two-handed greatsword, long straight blade, large cross guard, ricasso, two-hand grip, made of dark iron with purple crystal veins, eternal-wood grip, void-crystal pommel, faint smoke, ominous, brooding, menacing presence, evil-looking, extreme vertical orientation, weapon pointing up, full length visible top-to-bottom, isolated single object, transparent or plain dark background, centered, full item visible, side view, no human, no hands, sharp focus, high detail, painterly style, fantasy item icon, soft rim light, slight specular highlights, 384x1536, deep purple glow, wisps of smoke, ember-like sparks --ar 1:4","text, watermark, logo, signature, blurry, low quality, multiple objects, hands, person, character, perspective distortion, cluttered background, horizontal layout, sideways, nsfw"
